COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CONV_COLL;Convention collective redressée par la Dares;0653;Convention collective de travail des producteurs salariés de base des services extérieurs de production des sociétés d'assurances;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0653;Convention collective nationale de travail des producteurs salariés de base des services extérieurs de production des sociétés d'assurances;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0663;Convention collective départementale des ouvriers boulangers d'ille-et-vilaine (boulangerie);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0669;Convention collective nationale des industries de fabrication mécanique du verre;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0671;Commerce isere grenoble detail non alimentaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0673;Convention collective nationale de la fourrure;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0673;Convention collective nationale de la fourrure (annexée à la convention collective nationale de la couture parisienne 0303);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0675;Convention collective nationale des maisons à succursales de vente au détail d'habillement;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0688;Boulangerie industrie region parisienne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0693;Convention collective de travail des employés de la presse quotidienne départementale;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0693;Convention collective nationale de travail des employés de la presse quotidienne départementale;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0698;Convention collective de travail des employés de la presse quotidienne régionale;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0698;Convention collective nationale de travail des employés de la presse quotidienne régionale;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0700;Convention collective nationale des ingénieurs et cadres de la production des papiers, cartons et celluloses;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0704;Commerce var toulon detail non alimentaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0706;Convention collective nationale du personnel de la reprographie;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0706;Convention collective nationale du personnel de la reprographie (annexée à la convention collective nationale des commerces de détail de papeterie, fournitures de bureau, de bureautique et informatique et de librairie 1539);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0707;Convention collective nationale des ingénieurs et cadres de la transformation des papiers cartons et de la pellicule cellulosique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0711;Commerce rhone lyon detail non alimentaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0712;Commerce charente maritime detail alimentaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0713;Convention collective des surveillants personnels administratifs et de service de l'enseignement primaire privé des arrondissements de saint-etienne et montbrison (loire);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0714;Convention collective départementale des industries du travail des métaux de la moselle (métallurgie);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0715;Convention collective nationale des instruments à écrire et des industries connexes;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0715;Convention collective nationale des instruments à écrire et des industries connexes (annexée à la convention collective du personnel des industries du cartonnage 0489);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0716;Convention collective nationale des employés et ouvriers de la distribution cinématographique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0731;Convention collective nationale des commerces de quincaillerie, fournitures industrielles, fers, métaux et équipement de la maison, cadres;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0733;Convention collective nationale des détaillants en chaussure;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0735;Convention collective nationale du commerce des machines à coudre;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0749;Convention collective départementale des ouvriers du bâtiment et des travaux publics de la martinique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0759;Convention collective nationale des pompes funèbres;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0766;Presse hebdo region parisienne employes;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0769;Boucherie rhone region lyonnaise;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0771;Convention collective départementale des ingénieurs assimilés et cadres du bâtiment et des travaux publics de la réunion;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0779;Convention collective de travail du personnel des voies ferrées d'intérêt local;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0779;Convention collective nationale  de travail du personnel des voies ferrées d'intérêt local;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0780;Convention collective régionale des tailleurs sur mesure de la région parisienne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0780;Convention collective régionale des tailleurs sur mesure de la région parisienne (annexée à la convention collective nationale de la couture parisienne 0303);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0781;Convention collective des cadres administratifs de la presse quotidienne départementale;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0781;Convention collective nationale des cadres administratifs de la presse quotidienne départementale;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0782;Commerce oise detail non alimentaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0783;Convention collective des centres d'hébergement et de réadaptation sociale et dans les services d'accueil, d'orientation et d'insertion pour adultes (chrs, sop );CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0783;Convention collective nationale des centres d'hébergement et de réadaptation sociale et dans les services d'accueil, d'orientation et d'insertion pour adultes (chrs, sop );CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0784;Commerce doubs besançon detail non alimentaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0787;Convention collective nationale des cabinets d'experts-comptables et de commissaires aux comptes;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0794;Commerce manche cherbourg detail non alim.;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0797;Convention collective des ouvriers du bâtiment du département du loir-et-cher;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0800;Convention collective nationale des hôtels (chaîne);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0802;Convention collective nationale de la distribution de papiers-cartons commerces de gros pour les ouvriers, employés, techniciens et agents de maîtrise;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0804;Accord national interprofessionnel des voyageurs, représentants, placiers (vrp);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0822;Convention collective départementale applicable aux mensuels de la métallurgie de la savoie;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0824;Animateurs education populaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0827;Convention collective départementale des industries métallurgiques, mécaniques et connexes des ardennes;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0828;Convention collective départementale des industries métallurgiques, mécaniques, connexes et similaires de la manche;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0829;Convention collective départementale des industries métallurgiques et des industries connexes du vaucluse;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0832;Convention collective nationale du personnel ouvrier de l'industrie de la fabrication des ciments;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0833;Convention collective nationale du personnel employés, techniciens, dessinateurs et agents de maîtrise de l'industrie de la fabrication des ciments;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0836;Convention collective départementale des industries métallurgiques, mécaniques, électriques, connexes et similaires de la haute-savoie;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0843;Convention collective nationale de la boulangerie-pâtisserie -entreprises artisanales-;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0845;Boulangerie indre;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0860;Convention collective départementale de la métallurgie et des industries connexes du finistère;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0863;Convention collective régionale des industries métallurgiques et connexes d'ille-et-vilaine et du morbihan;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0871;Hotellerie rhin haut;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0878;Convention collective des mensuels des industries métallurgiques du rhône;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0878;Convention collective départementale des mensuels des industries métallurgiques du rhône;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0887;Convention collective départementale des industries métallurgiques, mécaniques, électriques et connexes de l'eure;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0889;Convention collective nationale des employés et techniciens des services généraux et administratifs de l'exploitation des théâtres cinématographiques;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0892;Convention collective nationale des cadres et agents de maîtrise de la distribution de films de l'industrie cinématographique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0894;Commerce ille et vilaine rennes detail non alim.;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0897;Convention collective nationale des services de santé au travail interentreprises;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0898;Convention collective départementale des industries métallurgiques, mécaniques, électriques, connexes et similaires de l'allier;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0899;Convention collective départementale des industries métallurgiques, mécaniques et connexes de la marne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0901;Convention collective départementale des ouvriers de la boulangerie de la martinique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0911;Convention collective départementale des industries métallurgiques, mécaniques, électriques, connexes et similaires de seine-et-marne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0913;Habillement commerce gard;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0914;Convention collective départementale des mensuels des industries métallurgiques de l'ain;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;0915;Convention collective nationale des entreprises d'expertises en matière d'évaluations industrielles et commerciales;CHAR;4
